CAMIS,DBA,BORO,ADDRESS,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,INSPECTION TYPE,
41394214,NI-NA-AB RESTAURANT,Queens,"87-82 &84 PARSONS BOULEVARD, ","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/25/17,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,49,C,,Cycle Inspection / Initial Inspection,
50014638,FAMILY GARDEN,Brooklyn,"111A DITMAS AVE, 11218",Chinese,11/18/19,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,8,A,11/18/19,Cycle Inspection / Initial Inspection,
50072947,LOS PANCHOS,Manhattan,"353 W 14TH ST, 10014",Mexican,7/29/19,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,46,C,,Cycle Inspection / Initial Inspection,
50009874,EL PALACIO SEAFOOD MARKET,Manhattan,"1049 SAINT NICHOLAS AVE, 10032",Seafood,8/20/18,04M,Live roaches present in facility's food and/or non-food areas.,Y,18,B,,Cycle Inspection / Initial Inspection,
50093945,L.Q. PALACE (KTV KARAOKE),Queens,"4116 FULLER PL, 11355",Chinese,10/25/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,44,N,,Pre-permit (Operational) / Initial Inspection,
40382802,PARNELL'S PUB,Manhattan,"350 EAST   53 STREET, 10022",Irish,7/13/18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,19,B,,Cycle Inspection / Initial Inspection,
50097716,BROOKLYN BAY SEAFOOD,Brooklyn,"7026 3RD AVE, 11209",Seafood,1/31/20,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,19,N,,Pre-permit (Operational) / Initial Inspection,
50000582,DREAM BABY,Manhattan,"162 AVE B, 10009",American,8/15/18,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,8,A,8/15/18,Cycle Inspection / Re-inspection,
50018118,LA LUPE,Brooklyn,"9 JEFFERSON ST, 11206",Mexican,9/12/17,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Y,27,C,,Cycle Inspection / Initial Inspection,
50076881,AT NINE RESTAURANT & BAR,Manhattan,"592 9TH AVE, 10036",Thai,3/19/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,22,B,,Cycle Inspection / Initial Inspection,
50062558,BK JANI (DEKALB MARKET),Brooklyn,"445 GOLD ST, 11201",Pakistani,7/6/17,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,36,C,,Pre-permit (Operational) / Initial Inspection,
50011944,ANCHOR WINEBAR,Manhattan,"3508 BROADWAY, 10031",Italian,6/11/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,34,C,,Cycle Inspection / Initial Inspection,
41652034,RUBY'S,Brooklyn,"1213 BOARDWALK, 11224",American,7/26/18,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,25,B,,Cycle Inspection / Initial Inspection,
50074432,LEGENDARY BAR & GRILL,Bronx,"3513 E TREMONT AVE, 10465",American,12/18/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,23,B,,Cycle Inspection / Initial Inspection,
41309690,HAKATA TON TON,Manhattan,"61 GROVE STREET, 10014",Japanese,8/14/17,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,39,C,,Cycle Inspection / Initial Inspection,
41484499,FIAT CAFE,Manhattan,"203 MOTT STREET, 10012",Italian,6/7/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,17,B,,Cycle Inspection / Initial Inspection,
50007253,COCOA,Manhattan,"15 E 18TH ST, 10003",Café/Coffee/Tea,1/22/20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,1/22/20,Cycle Inspection / Initial Inspection,
50075877,AJI SUSHI & THAI,Brooklyn,"201 5TH AVE, 11217",Asian,9/20/18,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,20,B,,Cycle Inspection / Initial Inspection,
50000984,MILENIO BAKERY,Manhattan,"2030 THIRD AVE, 10029",Bakery,4/18/18,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,4/18/18,Cycle Inspection / Initial Inspection,
50052642,CASABIANCA  PIZZA RESTAURANT,Manhattan,"503 W 57TH ST, 10019",Pizza/Italian,5/21/19,09B,Thawing procedures improper.,N,12,A,5/21/19,Cycle Inspection / Initial Inspection,
50051039,GOTAN,Manhattan,"20 W 46TH ST, 10036",American,10/17/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,10/17/19,Cycle Inspection / Re-inspection,
41267932,FAY DA BAKERY,Queens,"10750 QUEENS BOULEVARD, 11375",Bakery,12/26/19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,8,A,,Cycle Inspection / Initial Inspection,
50010850,RETRO PIZZA CAFE,Queens,"4102A BROADWAY, 11103",Pizza,10/8/19,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,19,B,,Cycle Inspection / Initial Inspection,
40591262,STARBUCKS,Manhattan,"1841 BROADWAY, 10023",Café/Coffee/Tea,10/20/17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,38,C,,Cycle Inspection / Initial Inspection,
41315226,CHOP'T,Manhattan,"145 WEST 51 STREET, 10019",Salads,9/20/19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,9/20/19,Cycle Inspection / Re-inspection,
50072414,MUSCLE MAKER GRILL,Manhattan,"691 10TH AVE, 10036",American,12/18/18,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,16,B,,Cycle Inspection / Initial Inspection,
50050247,METROGRAPH,Manhattan,"7 LUDLOW ST, 10002",American,10/12/16,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,22,B,,Cycle Inspection / Initial Inspection,
50018238,DEFONTE'S OF BROOKLYN,Staten Island,"95 WATER ST, 10304",Sandwiches,12/16/16,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,32,C,,Cycle Inspection / Initial Inspection,
41102075,MYMOON,Brooklyn,"184 N   10 ST, 11211",Spanish,9/14/17,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,13,A,9/14/17,Cycle Inspection / Initial Inspection,
41611450,ANDAMAN THAI BISTRO,Manhattan,"1843 1 AVENUE, 10128",Thai,11/16/17,02B,Hot food item not held at or above 140º F.,Y,13,A,11/16/17,Cycle Inspection / Re-inspection,
50065559,ANTOJITOS AND NATURAL JUICE BAR,Bronx,"3748 THIRD AVE, 10456","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/1/19,10J,"""""Wash hands” sign not posted at hand wash facility.",N,9,A,5/1/19,Cycle Inspection / Re-inspection,
50067501,HOM,Brooklyn,"8810 3RD AVE, 11209",American,12/6/17,22F,,,29,C,,Pre-permit (Operational) / Initial Inspection,
41706533,GINA'S PIZZA & DELI  RESTAURANT,Brooklyn,"3905 5 AVENUE, 11232",Pizza/Italian,6/18/18,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,20,B,6/18/18,Cycle Inspection / Re-inspection,
50070363,DAVEY'S ICE CREAM,Brooklyn,"74 MESEROLE AVE, 11222","Ice Cream, Gelato, Yogurt, Ices",10/23/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,10/23/19,Cycle Inspection / Initial Inspection,
50052463,JENAVIES CAFE,Bronx,"2920 BRUCKNER BLVD, 10465","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/30/18,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,19,B,,Cycle Inspection / Initial Inspection,
50015186,CAMPAGNOLA RESTAURANT,Manhattan,"1382 1ST AVE, 10021",Italian,2/9/18,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,17,B,,Cycle Inspection / Initial Inspection,
41337804,JUST LORRAINE'S PLACE,Manhattan,"2247 ADAM CLAYTON POWELL BOULEVARD, ",American,2/1/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,A,2/1/18,Cycle Inspection / Re-inspection,
41383548,BOQUERIA,Manhattan,"171 SPRING STREET, 10012",Spanish,8/21/17,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,9,A,8/21/17,Cycle Inspection / Initial Inspection,
50091501,PANDA GARDEN,Staten Island,"128 LINCOLN AVE, 10306",Chinese,7/30/19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,9,A,7/30/19,Pre-permit (Operational) / Initial Inspection,
50047407,EAT PRODUCTIONS,Brooklyn,"891 BEDFORD AVE, 11205",Jewish/Kosher,9/6/18,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,22,B,,Cycle Inspection / Initial Inspection,
50034508,HONEY BEE'S KITCHEN,Brooklyn,"9322 AVENUE L, 11236",African,7/21/18,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,6,A,,Cycle Inspection / Initial Inspection,
41495573,TERAKAWA RAMEN,Manhattan,"885 9 AVENUE, 10019",Japanese,12/12/18,02B,Hot food item not held at or above 140º F.,Y,30,C,,Cycle Inspection / Initial Inspection,
41474882,BUKA,Brooklyn,"946 FULTON STREET, 11238",African,8/3/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,45,C,8/3/18,Cycle Inspection / Re-inspection,
50042946,BAKE SHOP,Brooklyn,"995 FLUSHING AVE, 11206",American,12/26/19,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,18,B,,Cycle Inspection / Initial Inspection,
50075001,BEST WINGERS,Manhattan,"174 DELANCEY ST, 10002",Chicken,11/21/19,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,10,A,11/21/19,Cycle Inspection / Re-inspection,
50088595,MILKCRATE,Brooklyn,"1278 49TH ST, 11219",Café/Coffee/Tea,5/16/19,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,10,A,5/16/19,Pre-permit (Operational) / Re-inspection,
50004681,THE CLAM,Manhattan,"420 HUDSON ST, 10014",American,12/9/19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,21,B,,Cycle Inspection / Initial Inspection,
50093766,CAFE IN,Queens,"14147 NORTHERN BLVD, 11354",Café/Coffee/Tea,7/16/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,7/16/19,Pre-permit (Operational) / Initial Inspection,
50098510,LUCY LOVES MANERO'S PIZZA,Manhattan,"113 MULBERRY ST, 10013",Pizza/Italian,12/4/19,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Y,57,Z,12/4/19,Pre-permit (Operational) / Re-inspection,
40782328,CHARLES PIZZERIA,Brooklyn,"4910 5 AVENUE, 11220",Pizza,10/1/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,10/1/18,Cycle Inspection / Re-inspection,
50017098,ZUMA NEW YORK,Manhattan,"261 MADISON AVE, 10016",Japanese,5/1/19,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,36,C,,Cycle Inspection / Initial Inspection,
41658324,MI CASA RESTAURANT,Queens,"11620 JAMAICA AVENUE, 11418","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/16/19,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Y,55,C,8/16/19,Cycle Inspection / Re-inspection,
50080577,THE MAMMA’S PIZZA & RESTAURANT,Queens,"4740 BELL BLVD, 11361",Pizza/Italian,8/14/18,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,8,A,,Pre-permit (Operational) / Initial Inspection,
50037777,MEL'S BURGER,Manhattan,"1450 2ND AVE, 10021",American,5/25/17,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,14,B,,Cycle Inspection / Initial Inspection,
